
間	ka
𧼒	gg
𧼒	xg
𧼒	xg
鋟	vc
鋟	cc
𡪢	vj
螼	xl
螼	xl
𡬓	vj
𠦎	rc
𠖶	vi
吣	vr
沁	ve
吢	vp
唚	vr
菣	xt
菣	xt
搇	xq
撳	xq
䈜	vh
𩔝	xo
瀙	ve
瀙	ve
瀙	ce
青	vq
靑	vq
卿	xh
圊	vw
氫	xo
清	ve
淸	ve
傾	xo
㾤	xk
輕	xj
輕	xj
蜻	vl
蜻	cl
綪	vv
綪	cv
𩓏	xj
鶄	vq
鶄	cq
鯖	vn
鯖	an
𨆪	xj
𨆪	xj
鑋	xj
鑋	xj
夝	zn
勍	gy
情	zp
晴	za
氰	zo
䵞	gw
樈	gd
檠	gt
檠	gt
擎	gt
㯳	kd
𩷏	gn
𩷏	gn
黥	gw
苘	xt
苘	xt
頃	xp
頃	xp
䔛	xt
請	vy
請	zy
請	zy
𩒵	xp
㩩	xq
謦	xg
檾	xf
檾	xf
凊	vi
掅	vq
殸	xg
殸	xg
𥥻	xj
靘	vq
靘	vq
箐	ch
慶	xi
磬	xg
親	vy
親	vy
罄	xg
㵾	ve
㵾	ze
邛	gm
𢗋	gp
𢗋	ip
𦭭	gt
穹	xj
桏	gd
赹	gg
𤤶	gm
䅃	gm
䅃	gm
筇	gh
𦨰	gh
蛩	gm
蛬	gt
蛬	kt
𠌖	go
焭	gf
焪	xf
焪	xf
惸	gp
𢞏	xp
𡞦	gv
跫	xm
睘	gw
煢	gf
銎	hm
銎	xm
㒌	go
䠻	xh
䛪	xy
窮	gj
𩬰	gs
𢶇	gq
𩢽	gm
𦽓	gt
憌	gc
藑	gt
𦾵	gt
𨍶	gf
瓊	gm
藭	gt
𥳎	gh
𥳎	xh
𥳎	xh
𥨪	gj
瓗	ym
丘	xo
丠	xl
邱	xo
坵	xg
秋	vh
秌	vf
恘	xp
蚯	xl
萩	vt
湫	ce
湫	ve
湫	ce
湫	ze
楸	vd
篍	vh
篍	vh
篍	vh
𦃈	vv
緧	vv
趥	vg
趥	vg
䨂	vh
鞦	vt
鞧	vt
蟗	vj
鶖	vh
鰍	vn
鰌	vn
鰌	zn
厹	gk
扏	gq
囚	jw
叴	gk
犰	gk
朹	gd
朹	kd
肍	gb
汓	je
𦬖	gt
求	gi
虯	gl
泅	je
䊵	gv
䣇	gi
俅	go
釓	kc
䜪	gc
觓	gn
訄	gk
訄	xk
訄	xk
訄	nk
訅	gy
酋	zt
莍	gt
㭝	gd
逑	gy
逎	cy
釚	gc
𡨃	gj
球	gm
梂	gd
殏	gm
毬	gh
𤙠	gh
崷	zu
𢛃	gh
𢛃	gh
遒	cy
遒	zy
㥢	zp
裘	gi
蛷	gl
𥭑	gh
𧚍	gy
煪	zf
絿	gv
𧻱	gg
巰	gm
賕	gb
䟵	gr
觩	gn
璆	gm
璆	gm
䎿	cs
䎿	zs
蝤	cl
蝤	zl
銶	gc
𩒮	gi
鼽	gh
鼽	hh
鮂	cn
鮂	jn
𧤕	zn
𧒔	gi
糗	xf
䠗	hr
䠗	xr
𪖛	xh
匤	xs
佉	xo
伹	vo
伹	zo
阹	xn
抾	xq
抾	xq
䒧	xt
䒧	xt
屈	xs
屈	ks
䒼	xt
㭕	xd
胠	xb
胠	xb
胠	xb
䏣	vb
䏣	vb
祛	xi
袪	xl
䓛	kt
區	xs
區	qs
蛆	vl
蛆	cl
䖦	al
𥬔	xh
蛐	xl
詘	xy
𡲬	gs
䧢	xn
𢴮	xq
𥈃	sb
𧌑	xl
嶇	xu
㠊	xu
𡳆	vs
敺	xs
敺	qs
髷	xs
魼	xn
魼	rn
趨	vg
麯	xj
軀	xh
𪓟	kp
麴	xj
黢	vw
𩪍	eb
驅	xs
驅	xs
𥶶	xh
鰸	xn
劬	gp
朐	gb
斪	gp
𠣪	gp
𦐛	kp
渠	ge
淭	ge
𡱺	gs
翑	gs
絇	gv
絇	kv
䞤	gg
䞤	fg
葋	gt
軥	gj
軥	kj
軥	kj
蕖	gt
璖	gm
𨞙	gy
𦼫	gt
𦼫	gt
磲	gm
螶	gs
鴝	gp
鴝	kp
𧝔	gl
𩢳	gs
璩	gm
㯫	gd
蟝	gl
翵	gs
翵	gs
𦄽	gv
瞿	gb
瞿	kb
𪓞	gr
鼩	gh
䝣	gb
䆽	gj
蘧	gt
蘧	gt
䟊	gg
𨎶	gj
忂	gh
灈	ge
欋	gd
戵	gb
氍	gb
籧	gh
𥃔	gh
𪆫	gh
臞	gb
臞	gb
𥗫	gm
𥗫	km
癯	gk
蠷	gl
衢	gh
𧾱	gg
躣	gr
蠼	gl
蠼	kl
鑺	gc
鸜	gb
曲	xt
取	vs
取	vs
娶	vs
娶	ss
𧉧	xl
齲	xy
去	xg
去	xg
刞	vb
呿	xr
呿	xr
呿	xr
㰦	xg
㰦	xg
㧁	gi
㧁	xi
㧁	xi
㧁	ki
趣	vg
趣	vg
𩿟	xg
麮	xj
麮	xj
䁦	vb
䠐	xr
闃	xa
鼁	xg
覷	vy
覰	vy
𠛮	vo
峑	vu
恮	vp
恮	cp
悛	vp
圈	gw
圈	gw
圈	gw
圈	xw
棬	xd
㒽	xa
駩	vs
鐉	vc
㒰	zo
全	zo
佺	vo
荃	vt
泉	zh
牷	zh
拳	gf
埢	kg
硂	vm
䀬	cb
䀬	zb
痊	vk
婘	gv
葲	zt
𥆗	gk
𥆗	kk
犈	gh
犈	kh
筌	vh
腃	xb
絟	vv
絟	vv
輇	vj
輇	ij
跧	cr
跧	cr
跧	cr
詮	vy
𤷄	gk
觠	gf
觠	kf
𠥙	vs
蜷	gl
銓	vc
踡	gr
𧍭	zl
醛	vm
醛	zm
縓	vv
縓	vv
鬈	gs
鬈	xs
𡰝	gk
𡰝	tk
巏	ku
𢑆	gn
孉	gv
權	gd
䑏	gb
齤	gf
蠸	gl
䟒	gg
䠰	gr
顴	gt
𪈻	gd
𡿨	kh
犬	xi
汱	ke
𤰝	kw
畎	kw
䅚	xh
䊎	xf
綣	xv
綣	xv
𪐂	xh
虇	xt
虇	xt
券	xf
𥛁	xu
韏	gf
韏	xf
韏	kf
勸	xt
炔	kf
缺	xo
缺	xo
蒛	xt
𩨷	xb
𩨭	xb
闕	xa
瘸	gk
𡇱	xw
却	xg
𡴊	xu
卻	xc
卻	kc
埆	xg
隺	go
雀	cf
硞	xm
硞	xm
确	gm
𤿩	xh
塙	xg
搉	xq
搉	kq
皵	vt
皵	vt
碏	vm
䇎	vy
愨	xg
榷	kd
𨴒	xa
𤷽	xk
𣤇	xo
趞	vg
碻	xm
確	xm
㲉	xg
㲉	xg
𥕹	vm
闋	xa
燩	xf
燩	xf
礐	gh
礐	gh
礐	xh
礐	lh
鵲	vt
𨟠	xb
𨟠	xb
夋	vi
囷	xw
𠣟	vp
峮	xu
逡	vy
輑	xj
帬	gs
裙	gl
裠	gs
羣	gs
群	gs
𤸷	gk
𤸷	wk
𦃢	xm
㱿	xg
冄	nb
呥	nr
肰	nb
柟	nd
柟	nd
柟	nd
袡	nl
蚺	nl
舑	nh
舑	rh
然	nb
髯	ns
髯	ns
嘫	nr
𤡮	nk
㜣	nv
㜣	nv
㜣	ov
燃	nf
𩓾	nh
𥳚	nh
繎	nv
繎	nv
䕼	nt
䶲	ng
䶲	ng
𤓉	nt
𧆖	nt
冉	ng
冉	ng
苒	nt
姌	nv
姌	nv
染	ne
染	ne
𡜉	nv
𦐃	ns
䎃	ng
𥬕	nh
媣	kv
䣸	no
㒄	no
㒄	oo
橪	nd
橪	qd
𩃵	nm
蹨	nr
蹨	nr
𨟚	ny
獽	nk
瀼	ne
孃	nv
孃	nv
禳	ni
穰	nh
穰	nh
瓤	ny
瓤	ny
䉴	nh
躟	nr
躟	nr
𩆶	nm
鬤	ns
鬤	ns
壤	ng
攘	nq
攘	nq
攘	nq
嚷	nr
䑋	nb
𣀮	ny
𥗝	nm
懹	np
讓	ny
嬈	hv
嬈	nv
嬈	nv
橈	nd
橈	nd
襓	nl
𤛾	nh
饒	no
饒	no
㹛	nh
犪	gh
𧳨	nb
擾	nq
𢹎	nq
遶	ny
蟯	nl
蟯	ql
蟯	ql
繞	nv
繞	nv
𠰒	nr
惹	nt
惹	nt
𧧏	nv
熱	ng
𩭿	ns
人	no
壬	nh
仁	no
𡰥	ys
朲	nd
䛘	ny
䛘	ny
銋	nc
銋	nc
鵀	no
鵀	no
鵀	no
𢆉	nt
忍	ns
荏	nt
荵	nt
栠	no
涊	ne
涊	ne
棯	nd
稔	nh
䭃	no
刃	ns
仞	no
㠴	nl
任	no
任	no
杒	nd
牣	nh
肕	nb
妊	nv
䏕	nb
衽	nl
紉	nv
軔	nj
𢂻	nl
訒	ny
紝	nv
紝	nv
袵	nl
䇮	nh
飪	no
腍	nb
韌	nd
絍	nv
餁	no
認	ny
認	ny
扔	nq
扔	nq
仍	no
辸	ny
㭁	nd
㭁	nd
礽	ni
䚮	ny
陾	nn
陾	nn
芿	nt
日	na
馹	ns
戎	ni
肜	yb
㝐	yj
𠈋	no
茙	nt
茸	nt
𢦦	ni
狨	nk
㭜	nd
容	yj
䡆	yj
搑	nq
搑	nq
𥬪	nh
䇯	nh
傛	yo
傛	yo
絨	nv
搈	yq
𩉪	nt
蓉	yt
榵	nd
嵤	gf
溶	ye
溶	ye
瑢	ym
榕	yd
穁	nh
穁	nh
㣑	yi
榮	yf
熔	yf
㼸	yj
𥎂	nn
𤮇	yi
褣	yl
髶	ns
髶	ns
駥	ns
融	ym
䈶	yh
𨲟	ys
嶸	gu
嶸	yu
䩸	nt
䩸	nt
鎔	yc
瀜	ye
蠑	yl
𪃾	yj
冗	nb
𡦼	nj
宂	nj
𡊫	ng
𢫨	nq
𢫨	nq
𤘻	nh
𤘺	nh
𣭲	nn
㲝	mh
𣯍	nh
䢇	nj
𨍷	nj
氄	nn
𪕎	nh
𩼅	nn
禸	ni
禸	ni
𠘯	ni
𠘯	ni
柔	nn
𨛶	nb
粈	nf
揉	nq
葇	nt
葇	nt
瑈	nm
䐓	nb
腬	nb
腬	nb
煣	nf
煣	nf
㽥	nw
𥠊	nh
蝚	nl
糅	nf
輮	nj
輮	nj
蹂	nr
蹂	nr
蹂	nr
鍒	nc
鞣	nt
鞣	nt
䰆	ns
騥	ns
鰇	nn
鶔	nn
𢔟	nh
韖	nd
肉	no
楺	nd
如	nv
如	nv
𨚴	nv
茹	nt
茹	nt
茹	nt
帤	nv
挐	nv
挐	nv
𣭠	nv
袽	nl
䋈	nv
𣖹	nd
銣	nc
𨾵	nv
蕠	nt
𡦗	nn
儒	no
薷	nt
薷	nt
嚅	nr
獳	nk
獳	nk
濡	ne
濡	ne
孺	nn
嬬	nv
鴽	nv
臑	nb
臑	nb
襦	nl
蠕	nl
蠕	nl
繻	nv
繻	sv
䞕	ng
醹	nm
醹	nm
顬	nm
䰰	nm
䰰	nm
鱬	nn
汝	ne
肗	nb
乳	nb
辱	nm
鄏	nm
𪏮	nh
擩	nq
擩	nq
擩	nq
擩	nq
𥨲	nj
𪑾	nw
入	no
洳	ne
洳	ne
㨎	nq
蓐	nt
嗕	nr
溽	ne
媷	nv
㦺	nm
褥	nl
褥	nl
縟	nv
㹘	nh
𩱜	nn
𤲬	nw
𤲬	nw
𤲬	nw
𤲬	nw
䙇	nl
撋	nq
阮	wn
阮	wn
朊	wb
耎	nm
軟	nj
偄	no
偄	no
䓴	nt
愞	np
愞	np
愞	np
媆	nv
瑌	nm
瑌	nm
㮕	nd
㼱	cl
㼱	nl
㼱	nl
腝	nb
腝	nb
腝	nb
碝	nm
𠤦	nl
蝡	nl
蝡	nl
緛	nv
𣚊	nd
輭	nj
䞂	nb
甤	nm
甤	nm
甤	nm
䅑	nh
䅑	sh
緌	nv
蕤	nt
𩗯	qh
䬐	nh
桵	nd
惢	cp
惢	sp
惢	zp
蕊	nt
蕊	nt
繠	np
繠	np
蘂	nt
芮	nt
汭	ne
枘	nd
䄲	nh
蚋	nl
蚋	nl
㢻	nn
䓲	yt
䓲	yt
㓹	vm
瑞	im
蜹	yl
蜹	nl
蜹	nl
睿	yy
銳	dc
銳	yc
叡	yy
𩀋	nm
䏰	nb
閏	na
閠	na
潤	ne
叒	ne
若	nt
若	nt
若	nt
鄀	nt
偌	no
弱	nn
焫	nf
渃	ne
婼	nv
婼	nv
婼	rv
楉	nd
蒻	nt
𨀝	nr
箬	nh
䐞	nb
𤑔	nt
爇	nt
仨	so
仨	so
𣬬	sh
洒	se
洒	se
靸	st
靸	st
𩎕	sd
𩎕	sd
𨐖	sk
撒	sq
灑	se
灑	se
灑	se
灑	se
卅	st
卅	st
𠦃	sj
𠦃	sj
㚫	sv
𠱡	sr
𠱡	sr
脎	sb
馺	ss
摋	sq
摋	sq
𦼧	st
颯	sy
𠎷	so
㪪	sm
薩	st
𠿓	sr
𥻦	sk
𩐅	sh
𢕬	vh
𢕬	sh
𨆂	sr
毢	sh
揌	sq
毸	sh
腮	sb
塞	sj
塞	sj
噻	sr
䚡	sn
顋	sw
𪃄	sw
鰓	sn
𡫼	sj
僿	oo
賽	sj
簺	sh
三	sm
三	sm
彡	sh
彡	sh
氵	oy
弎	si
𢁘	sl
叁	si
𦙱	sb
𦚻	sb
䈀	sh
䈀	sh
𥮚	sh
𥮚	sh
犙	sh
犙	sh
犙	sh
毿	si
鬖	ss
㧲	sq
傘	so
䊉	sf
𢕕	sh
𢄻	sl
糂	sf
糝	sf
䉈	sh
䉈	sh
糤	sf
糣	sf
繖	sv
繖	sv
鏾	sc
饊	so
䫩	vi
䫩	si
𦇕	sv
俕	so
㤾	sp
散	st
散	st
閐	sa
𢿨	sd
𢿨	sd
𢿱	sd
䫅	sj
𣀧	sd
𣀧	sd
桒	sj
桑	se
喪	sg
喪	sg
𠷔	sk
𠸶	sr
𠸶	sr
𦅇	sv
𩦌	ss
搡	sq
嗓	sr
磉	sm
𣞙	sg
顙	se
𣡆	sg
搔	sq
𠋺	so
溞	se
慅	vp
慅	vp
慅	sp
缫	sv
鄵	vr
懆	vp
懆	vp
繅	cv
繅	sv
颾	sh
騷	ss
鰠	sn
鱢	sn
㛐	sv
掃	sq
掃	sq
嫂	sv
㛮	sv
䕅	st
𦺋	st
𦺋	st
埽	sg
埽	sg
瘙	sk
臊	sb
㿋	sk
𢤁	so
鐰	vc
鐰	zc
髞	sy
色	sn
洓	ve
栜	sd
雭	sm
𠵭	qr
瑟	sm
嗇	sg
銫	sc
𢞝	sj
㥶	sj
歰	ss
𠢳	sg
澁	se
𣽤	se
擌	sq
䨛	sm
㒊	so
𥻨	sf
濇	se
濇	se
懎	sp
璱	sm
𢿿	hg
㱇	sg
澀	se
穡	sh
𧒗	sl
䉢	sh
𦆄	sv
繬	sv
轖	sj
𩍙	st
𩕡	sg
飋	sh
𢥛	sj
森	sd
槮	vd
槮	sd
槮	sd
槮	sd
篸	ch
篸	ch
僧	so
䒏	sc
鬙	ss
𡬙	sj
㠺	ml
沙	se
沙	se
砂	sm
剎	vk
挱	sq
莎	st
殺	sk
殺	sk
紗	sv
桬	se
㲚	se
痧	sk
硰	ve
硰	ce
硰	se
蔱	st
蔱	st
裟	se
榝	sd
榝	sd
𣻑	se
䤬	sc
魦	sn
魦	sn
𩊮	st
𩊮	st
閷	sk
鎩	sc
鎩	sc
鎩	sc
鯊	se
啥	or
傻	so
傻	so
𧫝	sy
𦔯	sc
萐	st
萐	st
唼	cr
唼	cr
唼	sr
帹	sl
喢	er
喢	vr
喢	sr
喢	sr
㰼	ss
歃	sh
歃	sh
煞	sn
廈	gi
翜	ss
翜	ss
𧻵	sg
箑	sh
箑	sh
䈉	ch
䈉	sh
翣	ss
𨖷	zy
𧳛	sb
霎	sm
霎	sm
䬊	sh
𧲌	sm
篩	sh
篩	sh
篩	sh
簁	sh
簁	sh
釃	sm
釃	sm
釃	sm
𧜁	sl
𨢦	sm
䵘	sh
曬	sa
曬	sa
山	su
邖	su
芟	st
杉	sd
刪	sb
苫	ot
苫	ot
䀐	sb
䀐	sb
𠜂	sb
衫	sl
姍	sv
珊	sm
埏	yg
埏	og
𣧱	sm
舢	sh
狦	sk
狦	sk
𡜜	sv
𣧺	sm
脠	ob
脠	rb
痁	ok
痁	tk
𩁺	sm
笘	th
釤	sc
䘰	yl
䘰	ol
跚	sr
搧	oq
𨀢	sr
㺑	sk
㺑	sk
㺑	sk
煽	of
煽	of
潸	se
潸	se
穇	sh
檆	sd
膻	db
鯅	on
縿	sv
羴	ht
羶	ot
𩌰	st
𩌰	st
𨏪	sj
鱣	tn
㚒	ok
㚒	ok
炶	gf
陝	on
閃	oa
閃	oa
𧴭	oh
𧵏	on
𡟨	on
睒	ob
睒	rb
煔	gf
煔	of
煔	rf
㴸	oe
覢	of
㶒	oe
㶒	re
汕	se
汕	se
𦘹	wb
㣌	sy
疝	sk
疝	sk
訕	sy
訕	sy
扇	oh
扇	oh
傓	oo
善	it
𦶋	ot
䴮	sj
僐	io
僐	io
鄯	it
鄯	it
墠	ig
墡	ig
𢴵	yq
擅	iq
樿	ad
𧎥	ol
𥰢	oh
膳	ib
嬗	tv
嬗	rv
嬗	iv
磰	im
謆	oy
𤮜	iy
蟮	il
𦉕	io
繕	iv
蟺	il
騸	os
贍	ib
饍	io
譱	it
𪍶	id
鱓	in
鱔	in
商	oy
傷	oo
傷	oo
墒	og
蔏	ot
慯	op
慯	op
殤	om
𧶜	oy
熵	of
𥏻	vo
𥏻	oo
螪	ol
觴	on
𪄲	oy
䵼	ov
晌	oa
埫	rg
賞	of
𩞃	oo
𩞧	oo
丄	il
丄	il
上	iy
上	iy
尚	if
尚	if
𤵼	ok
緔	iv
裳	if
捎	sq
捎	sq
莦	st
莦	st
弰	sn
娋	sv
娋	sv
梢	sd
梢	sd
稍	sh
稍	sh
䘯	sl
蛸	sl
蛸	sl
筲	sh
艄	sh
旓	sy
輎	sj
𡡏	sh
𡡏	sh
䈰	sh
颵	sh
燒	of
燒	of
髾	ss
髾	ss
鮹	sn
鮹	sn
勺	ap
勺	ip
芍	vt
芍	gt
芍	tt
芍	tt
芍	it
杓	fd
杓	pd
杓	td
杓	id
玿	im
㸛	iv
𦯐	it
韶	iy
㲈	ig
少	of
少	of
𨙹	cf
𨙹	of
䒚	ot
𨈘	sh
𢾐	sj
䔠	st
𧣪	sn
𦿃	st
𥵦	sh
𠧙	as
𠧙	is
𠧙	is
卲	is
邵	is
劭	is
柖	id
𨛍	sf
哨	vr
哨	sr
袑	il
𠣫	is
紹	iv
䙼	is
𦓴	sq
𦓴	sq
䬰	io
綤	is
潲	se
潲	se
奢	ok
猞	ok
畲	oo
賒	ob
賖	ob
舌	gh
舌	uh
佘	io
佘	uo
蛇	yl
蛇	rl
蛇	ul
蛥	ul
舍	oo
舍	oo
捨	oq
䬷	oo
𩜉	oo
社	ii
舎	oo
舎	oo
厙	om
射	yh
射	yh
射	uh
射	uh
涉	te
涉	ie
赦	og
設	oy
涻	oe
䠶	uh
弽	hn
弽	on
𥁹	id
摵	cq
摵	sq
摵	sq
蔎	ot
𨝫	ho
慴	ap
慴	dp
𣻣	ie
䤮	ic
騇	os
騇	os
𣝒	id
韘	sd
韘	od
攝	nq
攝	oq
麝	ui
麝	ui
灄	oe
懾	ap
欇	od
欇	id
𥍉	ob
申	ol
扟	sq
屾	su
伸	oo
身	oh
呻	or
侁	so
珅	om
柛	od
𣢘	ol
㑗	oo
𢓠	sh
籸	sf
穼	sj
莘	st
砷	om
眒	ob
眒	ob
𠲳	or
甡	sh
娠	av
娠	ov
𣇗	oa
深	oe
深	oe
𥥦	dj
紳	ov
兟	sh
訷	oy
𥥿	sj
罧	sw
罧	sw
𨐔	sn
詵	sy
𦐹	ss
𩉼	ot
𦸂	ot
蔘	st
蔘	st
𣘘	sd
駪	ss
薓	st
㜪	sy
燊	sf
曑	sa
𩺵	sn
䯂	ss
䯂	zs
什	io
神	ui
䰠	oh
邥	ol
抌	yq
抌	yq
抌	tq
沈	de
沈	de
沈	oe
弞	yn
弞	on
矤	on
哂	or
矧	oo
宷	oj
訠	oy
㾕	sk
㾕	sk
㾕	sk
頣	os
魫	on
諗	oy
審	oj
𩶇	on
瞫	db
瞫	ob
𧀯	ot
瀋	ee
嬸	ov
㰂	od
甚	it
甚	it
昚	ik
侺	io
胂	ob
胂	rb
㰮	im
脤	ib
祳	ii
葚	ut
腎	is
椹	td
蜃	im
蜃	im
慎	ip
愼	ip
𢊖	oi
滲	se
鋠	ic
瘮	sk
𣞵	ue
升	oh
生	sh
生	sh
昇	oa
狌	sk
珄	sm
牲	sh
陞	on
㱡	sm
㱡	sm
笙	sh
甥	sh
鉎	sc
鉎	sc
䴤	si
聲	og
鼪	sh
鼪	sh
澠	me
澠	ue
憴	up
繩	uv
譝	uy
鱦	yn
鱦	mn
鱦	un
鱦	un
省	sf
省	sf
眚	sh
𨜜	sf
渻	se
渻	se
𡞞	sv
㮐	sd
㼳	sf
㾪	sk
䚇	sf
𨵥	sa
圣	xe
胜	sb
晟	ia
盛	ii
盛	ii
剰	uh
貹	sb
𡹴	uu
剩	uh
勝	ob
勝	ob
聖	os
嵊	uu
墭	ig
榺	ob
蕂	ot
賸	yb
賸	ub
尸	os
失	oh
𢻫	op
𢻱	op
邿	og
𣏚	id
呞	or
虱	sn
施	oy
施	oy
屍	os
屍	os
師	sh
絁	ov
葹	ot
䙾	oj
𧠜	oi
蓍	ot
蒒	st
獅	sk
詩	oy
溼	oe
鳲	os
𥍸	in
箷	yh
䗐	oy
䗐	oy
蝨	sn
褷	sl
鍦	oc
鍦	oc
鍦	ic
濕	oe
濕	re
鯴	sn
䏉	os
鰤	sn
𦌿	sw
襹	sl
襹	sl
籭	sh
籭	sh
䌳	ev
䌳	sv
䌳	ov
𪓿	om
十	ij
饣	un
石	im
𡚼	ev
旹	iu
拾	iq
峕	iu
食	yo
食	jo
食	uo
炻	if
祏	ii
姼	ev
姼	iv
姼	iv
時	ia

䄷	ih
遈	iy
㖷	ir
湜	ie
寔	ij
塒	ig
蒔	it
蒔	it
鉐	ic
榯	id
鉽	oc
蝕	uo
實	uj
䈕	ih
䲽	tm
䲽	im
鼫	ih
鼭	ih
識	ay
識	oy
鰣	in
𧄹	ot
史	sl
矢	oo
𠂕	oh
豕	om
䒨	jt
使	so
使	so
始	ov
屎	hs
屎	os
𦳊	ot
駛	ss
駛	ss
𩢲	ss
𩰢	su
𩰢	su
士	zj
氏	ch
氏	ah
氏	ih
礻	ui
示	gm
示	um
世	op
丗	ot
仕	zo
市	iy
式	oi
似	jo
𤜣	ik
𤜣	uk
𢨪	zh
柹	zd
事	cj
事	zj
侍	io
拭	oq
枾	zd
𣐈	zd
柿	zd
是	ia
眂	ib
眂	ib
𢂑	ol
适	xy
适	ky
𦧇	uh
狧	rk
𣳪	se
恃	ip
恀	ep
恀	ap
恀	ip
室	oj
冟	ob
逝	iy
栻	rd
眎	ib
眎	ib
眎	ub
眡	tb
眡	ib
舐	uh
𤖻	gl
𤖻	ol
烒	of
䟗	ir
秲	dh
秲	ih
視	ii
視	ii
𦚨	iq
貰	op
貰	up
徥	dh
徥	ih
弑	ok
䛈	oy
觢	iq
勢	og
軾	oj
䩃	im
𣂯	iy
睗	ob
嗜	ir
㒾	ya
㒾	oa
筮	ih
鈰	ic
弒	ok
𧳅	sb
飾	oo
試	oy
𧻸	ig
誓	iq
舓	uh
𩛌	zo
適	ay
適	oy
適	ty
奭	ok
銴	yq
銴	iq
䊓	df
䊓	if
噬	ir
遾	iy
諟	iy
諡	uy
澨	ie
螫	og
檡	dd
檡	od
𨢍	im
謚	qy
謚	uy
𡣪	ov
𩋡	ot
䁺	ob
簭	ih
𥼶	of
齛	sy
釋	oh
襫	ol
𨽄	sh
匙	ia
收	ov
收	ov
敊	ry
手	oq
守	oj
守	oj
𦣻	om
首	ot
首	ot
𩠐	ov
艏	oh
䭭	ot
受	ib
狩	ok
授	iq
㖟	ir
售	io
壽	ig
壽	ig
瘦	sk
𤸃	sk
綬	iv
綬	iv
獸	or
鏉	sc
鏉	sc
鏉	sc
𠘧	ih
殳	ih
𢎦	io
疋	wn
疋	sn
疋	sn
尗	oy
抒	jq
抒	uq
杸	id
叔	oy
陎	in
𤕟	sk
姝	ev
殊	im
㼡	ih
㸡	il
倏	oo
倐	oo
𦤂	ih
𨛭	oo
書	ol
紓	ov
紓	uv
掓	oq
菽	ot
梳	sd
鄃	yo
鄃	oo
淑	ie
𥿇	xv
𥿇	sv
㡏	sl
㡏	sl
舒	oo
疎	sn
疎	sn
疏	sn
疏	sn
𨁀	oo
毹	so
㽰	sb
綀	sv
踈	sr
踈	sr
䟽	sr
䟽	sr
跾	oo
𢞣	oo
𦺗	ot
蔬	st
樞	ed
輸	oj
輸	oj
鮛	on
攄	rq
鵨	oo
秫	uh
孰	iy
婌	iv
塾	iy
䴰	uj
㒔	do
㒔	io
熟	iy
䃞	iy
㯮	id
璹	im
璹	im
贖	ub
𨷙	ia
䑕	oh
暑	oa
䝪	sb
黍	oh
属	as
属	is
署	iw
蜀	iw
鼠	oh
薯	it
㻿	im
曙	ia
𧑓	ol
癙	ok
襡	dl
襡	dl
襡	tl
襡	tl
襡	il
糬	if
𧄔	at
𧄔	it
籔	sh
籔	sh
屬	as
屬	is
鸀	aw
鸀	dw
䙱	il
丨	gl
丨	kl
忄	sh
术	di
术	ui
朮	di
朮	ui
戍	oi
束	od
述	uy
沭	ue
捒	sq
捒	sq
𦒸	ij
㲓	oh
㾁	hk
恕	ov
𦳯	yy
𠊪	io
術	uh
庶	oi
尌	ig
㫹	sa
裋	il
竪	is
腧	ob
墅	iw
漱	se
漱	se
㵂	oe
豎	is
數	sl
數	sl
數	sl
澍	ae
澍	ie
𧼯	og
樹	id
樹	id
䠼	oh
䩱	yt
䩱	ot
㶖	oe
虪	oy
刷	ss
刷	ss
㕞	ss
唰	sr
唰	sr
𠴪	sr
耍	sm
誜	sy
衰	vy
衰	sy
摔	sq
摔	sq
𤸬	sk
縗	vv
甩	sb
帥	sh
帥	sh
𠌭	so
䢦	sy
𧍓	sh
𧜠	sl
蟀	sl
𧗿	sh
拴	vq
閂	sa
栓	sd
𣠯	sd
𢮛	iq
涮	se
腨	ib
𦺲	it
𡭐	ih
𨏉	sh
𨏉	sh
霜	sm
𩀝	am
雙	so
孀	sv
騻	ss
鷞	sk
鷞	sk
䉶	sh
艭	sh
䝄	sm
𨇯	sr
驦	ss
鸘	sm
爽	sk
𡙁	sk
𤕤	sg
塽	sg
漺	ve
漺	se
樉	sd
𦄍	sv
䫪	vk
䫪	sk
㦼	sq
脽	ib
誰	iy
𦫵	ov
水	oe
㽷	ok
挩	dq
挩	rq
帨	vl
帨	ol
涗	oe
稅	oh
裞	ol
裞	rl
睡	ib
㥨	iv
𠻜	sr
𠻜	sr
䬽	lo
䬽	oo
𨿠	ih
𨿠	ih
䭨	oo
䭨	so
吮	ur
吮	zr
䀢	ob
䀢	ob
䀢	ob
䀵	ob
順	ul
舜	ob
蕣	ot
䑞	os
瞚	ob
瞤	nb
瞬	ob
鬊	os
說	yy
說	oy
說	oy
妁	av
妁	iv
朔	st
矟	sn
搠	sq
蒴	st
㮶	sd
碩	im
𦋞	sw
槊	st
𦂗	sf
獡	ok
爍	of
䁻	ob
鑠	oc
厶	sv
司	ss
㺨	sm
私	sh
思	sw
思	sw
俬	so
𦮺	st
𥄶	sb
恖	sh
虒	sh
斯	st
愢	sp
絲	sv
楒	sd
㴲	se
禗	si
榹	sd
罳	sw
㒋	so
㺇	sk
凘	si
禠	si
撕	sq
䔮	st
蕬	st
磃	sm
嘶	sr
噝	sr
𥯨	sh
廝	si
澌	se
緦	sv
㽄	st
㽄	st
螄	sl
燍	sf
𥕶	sm
鍶	sc
蟴	st
颸	vh
䫢	sh
